slug;name;level;soul_shard;gold;time_days;time_seconds;effect_value;effect_name;oracle;req1;req2;req3;req4;inf
secretd_38;Здоровье при обороне против V тира;4;34000;990000;1119;0;2,00%;Здоровье при обороне против V тира;32;Количество воинов в походе 3;;;;1850000
secretd_38;Здоровье при обороне против V тира;5;50000;1150000;1662;0;2,50%;Здоровье при обороне против V тира;33;Количество воинов в походе 4;;;;4100000
secretd_38;Здоровье при обороне против V тира;6;74500;1300000;2468;0;3,00%;Здоровье при обороне против V тира;33;Количество воинов в походе 4;;;;9200000
secretd_38;Здоровье при обороне против V тира;7;115000;1450000;3665;0;3,50%;Здоровье при обороне против V тира;34;Количество воинов в походе 5;;;;21000000
secretd_38;Здоровье при обороне против V тира;8;165000;1700000;5442;0;4,00%;Здоровье при обороне против V тира;34;Количество воинов в походе 6;;;;47000000
secretd_38;Здоровье при обороне против V тира;9;245000;2150000;8080;0;4,50%;Здоровье при обороне против V тира;35;Количество воинов в походе 7;;;;110000000
secretd_38;Здоровье при обороне против V тира;10;365000;3100000;11999;0;5,00%;Здоровье при обороне против V тира;35;Количество воинов в походе 10;;;;240000000
secretd_39;Здоровье при обороне против VI тира;1;10500;570000;342;0;0,50%;Здоровье при обороне против VI тира;31;Количество воинов в походе 1;;;;160000
secretd_39;Здоровье при обороне против VI тира;2;15500;710000;508;0;1,00%;Здоровье при обороне против VI тира;31;Количество воинов в походе 1;;;;355000
secretd_39;Здоровье при обороне против VI тира;3;23000;850000;754;0;1,50%;Здоровье при обороне против VI тира;32;Количество воинов в походе 2;;;;800000
secretd_39;Здоровье при обороне против VI тира;4;34000;990000;1119;0;2,00%;Здоровье при обороне против VI тира;32;Количество воинов в походе 3;;;;1850000
secretd_39;Здоровье при обороне против VI тира;5;50000;1150000;1662;0;2,50%;Здоровье при обороне против VI тира;33;Количество воинов в походе 4;;;;4100000
secretd_39;Здоровье при обороне против VI тира;6;74500;1300000;2468;0;3,00%;Здоровье при обороне против VI тира;33;Количество воинов в походе 4;;;;9200000
secretd_39;Здоровье при обороне против VI тира;7;115000;1450000;3665;0;3,50%;Здоровье при обороне против VI тира;34;Количество воинов в походе 5;;;;21000000
secretd_39;Здоровье при обороне против VI тира;8;165000;1700000;5442;0;4,00%;Здоровье при обороне против VI тира;34;Количество воинов в походе 6;;;;47000000
secretd_39;Здоровье при обороне против VI тира;9;245000;2150000;8080;0;4,50%;Здоровье при обороне против VI тира;35;Количество воинов в походе 7;;;;110000000
secretd_39;Здоровье при обороне против VI тира;10;365000;3100000;11999;0;5,00%;Здоровье при обороне против VI тира;35;Количество воинов в походе 10;;;;240000000
secretd_40;Здоровье при обороне против VII тира;1;10500;570000;342;0;0,50%;Здоровье при обороне против VII тира;31;Здоровье при обороне против IV тира 1;Здоровье при обороне против V тира 1;Здоровье при обороне против VI тира 1;;160000
secretd_40;Здоровье при обороне против VII тира;2;15500;710000;508;0;1,00%;Здоровье при обороне против VII тира;31;Здоровье при обороне против IV тира 1;Здоровье при обороне против V тира 1;Здоровье при обороне против VI тира 1;;355000
secretd_40;Здоровье при обороне против VII тира;3;23000;850000;754;0;1,50%;Здоровье при обороне против VII тира;32;Здоровье при обороне против IV тира 2;Здоровье при обороне против V тира 2;Здоровье при обороне против VI тира 2;;800000
secretd_40;Здоровье при обороне против VII тира;4;34000;990000;1119;0;2,00%;Здоровье при обороне против VII тира;32;Здоровье при обороне против IV тира 3;Здоровье при обороне против V тира 3;Здоровье при обороне против VI тира 3;;1850000
secretd_40;Здоровье при обороне против VII тира;5;50000;1150000;1662;0;2,50%;Здоровье при обороне против VII тира;33;Здоровье при обороне против IV тира 4;Здоровье при обороне против V тира 4;Здоровье при обороне против VI тира 4;;4100000
secretd_40;Здоровье при обороне против VII тира;6;74500;1300000;2468;0;3,00%;Здоровье при обороне против VII тира;33;Здоровье при обороне против IV тира 4;Здоровье при обороне против V тира 4;Здоровье при обороне против VI тира 4;;9200000
secretd_40;Здоровье при обороне против VII тира;7;115000;1450000;3665;0;3,50%;Здоровье при обороне против VII тира;34;Здоровье при обороне против IV тира 5;Здоровье при обороне против V тира 5;Здоровье при обороне против VI тира 5;;21000000
secretd_40;Здоровье при обороне против VII тира;8;165000;1700000;5442;0;4,00%;Здоровье при обороне против VII тира;34;Здоровье при обороне против IV тира 6;Здоровье при обороне против V тира 6;Здоровье при обороне против VI тира 6;;47000000
secretd_40;Здоровье при обороне против VII тира;9;245000;2150000;8080;0;4,50%;Здоровье при обороне против VII тира;35;Здоровье при обороне против IV тира 7;Здоровье при обороне против V тира 7;Здоровье при обороне против VI тира 7;;110000000
secretd_40;Здоровье при обороне против VII тира;10;365000;3100000;11999;0;5,00%;Здоровье при обороне против VII тира;35;Здоровье при обороне против IV тира 10;Здоровье при обороне против V тира 10;Здоровье при обороне против VI тира 10;;240000000
